-1.8575851393229197e-06,2.2479360165116426e-05,-8.973168214657925e-06,0.000361421568627447,8.117389060887216e-05,-7.190402476782171e-06,-2.666666666667093e-05,-2.7863777089804764e-06,-9.535345717235147e-05,4.901960784294435e-07,1.0178018575848985e-05,0.00010579463364292826,-1.79747162022759e-05,-8.488132094963945e-07,-1.855263157895192e-05,-7.961816305471908e-06,-7.053663570691935e-05,-4.478328173375271e-05,-6.264189886483673e-06,1.663312693498168e-05,-6.449948400444935e-07,1.1584107327117493e-06,1.0616615067076882e-05,2.254901960782032e-06,-1.9169246646030726e-05,3.015995872030549e-06,2.2703818369428867e-06,7.868937048475556e-07,-1.411248710013295e-06,-0.00011401702786378084,-4.597523219816496e-06,-2.0639834881572977e-07,-6.674406604749569e-06,3.689370485012323e-07,-4.8418472652224376e-05,6.44994840013919e-08
-7.920536635769478e-07,2.153508771929563e-05,5.3018575851351574e-06,0.0003584287925696562,8.111971104230896e-05,-4.7652218782272705e-06,-7.311661506711684e-06,9.909700722392223e-06,-9.527089783282388e-05,-5.469556243575639e-07,3.2739938080473922e-06,0.00010553147574819113,-1.6480908152741516e-05,-8.539731682173299e-07,3.7435500515952628e-06,-1.5908152734780577e-05,-7.012125902993403e-05,-4.3782249742007045e-05,-1.2628998968010948e-05,1.9716202270379183e-05,-5.941692466463269e-06,1.2538699690372353e-06,1.1746646026829883e-05,2.7063983488108574e-06,1.8472652218777964e-05,1.8833849328974556e-07,1.2177502579952416e-06,-1.109391124873597e-06,-6.883384932923923e-06,-0.0001140402476780232,8.209494324041026e-06,1.160990712051075e-07,-1.5304437564502265e-05,2.2110423116604785e-06,-4.917956656347311e-05,-1.016511867907386e-06
-5.505675954598117e-06,2.844169246645845e-05,-8.831269349849008e-06,0.00031608359133126476,7.29024767801836e-05,-1.0665634674924358e-05,-6.782765737878152e-06,-2.1413828689392355e-06,-9.119195046440164e-05,-6.942724458206548e-06,5.5779153766745155e-06,9.854489164086411e-05,-1.2435500516003953e-05,-6.282249742004453e-06,1.639060887512504e-05,-7.794117647061567e-06,-6.531991744066845e-05,-3.90144478844231e-05,-1.676986584109915e-06,1.1759545923630162e-05,-4.0505675954864706e-07,-4.716202270384565e-06,1.3841589267284387e-05,5.740454076365005e-06,-1.3934468524254501e-05,-3.302373581034329e-07,1.4370485036099487e-06,6.271929824559546e-06,-3.0985552115611777e-06,-9.166150670795147e-05,-8.544891640870599e-06,2.8457172342602824e-06,-4.736842105265704e-06,5.536635706912454e-06,-3.702786377709306e-05,4.1537667698644115e-06
-7.739938080501396e-06,3.0157378740968332e-05,-2.0278637770899987e-05,0.00031403766769865426,7.435758513931628e-05,-5.621775025801707e-06,6.834365325073845e-06,-5.8384932920564885e-06,-9.239422084623755e-05,1.968524251802972e-06,1.2254901960756688e-06,0.00010035345717233912,-1.2569659442729624e-05,4.1795665634647514e-06,-5.80753353973543e-06,-7.569659442727009e-06,-6.740196078431964e-05,-4.0642414860686624e-05,-7.422600619196506e-06,1.0314757481937184e-05,-2.136222910218734e-06,5.717234262123507e-06,1.3459752321980274e-05,2.8663570691416385e-06,1.1922084623318917e-05,1.0603715170254702e-06,2.0459236326085452e-06,-5.588235294119856e-06,-2.7837977296196834e-06,-8.928018575852029e-05,-1.298761609907508e-05,2.425180598538204e-07,-7.236842105265819e-06,1.8266253869949223e-06,-3.6037151702792303e-05,-3.6480908152756314e-06
-2.8820949432408708e-05,2.1573787409698416e-05,1.3862229102162924e-05,0.00033249226006191535,8.953560371516766e-05,-2.4071207430369397e-06,-7.770897832823538e-06,1.8988648090778257e-06,-0.00010303663570691932,4.662022703815719e-06,6.354489164083236e-06,0.0001155727554179543,-5.445820433437219e-05,4.458204334362517e-06,2.680856553146987e-05,-2.835397316823399e-06,-8.915634674923041e-05,-7.320691434468951e-05,4.3343653250414206e-07,1.4545923632607602e-05,-1.439886480908534e-05,8.276573787406897e-06,1.1994324045404856e-05,5.869453044373644e-06,2.739422084622762e-05,-1.8704850361221138e-06,-8.436532507769771e-07,-1.2358101135214426e-06,-1.664344685242897e-05,-9.108617131063689e-05,6.821465428272482e-06,-2.043343653253824e-06,-9.339525283823952e-07,4.6697626418961465e-06,-6.601909184727204e-05,-2.6909184726543398e-06
-2.8820949432408708e-05,2.1573787409698416e-05,1.3862229102162924e-05,0.00033249226006191535,8.953560371516766e-05,-2.4071207430369397e-06,-7.770897832823538e-06,1.8988648090778257e-06,-0.00010303663570691932,4.662022703815719e-06,6.354489164083236e-06,0.0001155727554179543,-5.445820433437219e-05,4.458204334362517e-06,2.680856553146987e-05,-2.835397316823399e-06,-8.915634674923041e-05,-7.320691434468951e-05,4.3343653250414206e-07,1.4545923632607602e-05,-1.439886480908534e-05,8.276573787406897e-06,1.1994324045404856e-05,5.869453044373644e-06,2.739422084622762e-05,-1.8704850361221138e-06,-8.436532507769771e-07,-1.2358101135214426e-06,-1.664344685242897e-05,-9.108617131063689e-05,6.821465428272482e-06,-2.043343653253824e-06,-9.339525283823952e-07,4.6697626418961465e-06,-6.601909184727204e-05,-2.6909184726543398e-06
-8.648090815279764e-06,2.387770897832554e-05,-2.907636738909772e-06,0.00035044633642930534,8.252063983487886e-05,-8.13983488132347e-06,-2.3632610939164703e-06,6.6821465428241415e-06,-8.566563467492889e-05,2.298761609904453e-06,-3.864809081528895e-06,0.00010965428276573578,-1.7474200206405235e-05,5.495356037120685e-07,-1.0268317853460909e-05,-5.441176470590003e-06,-6.35319917440735e-05,-4.078689370485547e-05,-5.521155830784993e-07,9.620743034052586e-06,-5.059339525286975e-06,7.533539731648369e-07,1.175438596491031e-05,4.3704850361172415e-06,-3.696078431372936e-05,3.1501547987594723e-06,2.4613003095942925e-06,6.604747162001438e-07,-7.321981424152036e-06,-0.00010611971104231618,1.8372033023732193e-05,2.7915376676962075e-06,-1.6847265221916433e-06,4.801341589265578e-06,-7.21413828689431e-05,2.0639834881286748e-06
-1.1315789473690004e-05,2.366357069143155e-05,-1.960784313729917e-06,0.00035062693498451574,8.043601651186514e-05,-9.889060887516288e-06,-5.256965944273016e-05,-8.49329205366645e-06,-8.529411764706361e-05,-8.436532507758929e-07,3.1888544891600906e-06,0.00010837203302373308,-1.8387512899902154e-05,-1.7260061919532714e-06,-1.5087719298250302e-05,-3.3875128998990794e-06,-6.415892672859049e-05,-4.180856553148227e-05,-1.2641898864840934e-06,9.267285861710474e-06,-7.089783281738569e-06,-6.269349845226292e-07,1.1493808049533758e-05,4.535603715168307e-06,-4.1114551083595505e-05,3.387512899893875e-06,4.2208462332276805e-06,4.64138286893458e-06,-5.477296181633515e-06,-0.00010591073271414486,2.0518575851388894e-05,1.2770897832791676e-06,-1.9117647058859103e-06,2.3813209494300946e-06,-7.144478844169728e-05,3.1733746129996698e-06
-1.2252321981429722e-05,3.519349845201099e-05,-5.789473684213783e-06,0.00035750257997935707,7.318885448916114e-05,-1.4594943240455946e-05,4.560887512899481e-05,3.818369453041995e-06,-9.624613003096421e-05,1.5067079463344443e-06,3.3513931888518814e-06,9.833075335397012e-05,-7.538699690408553e-06,-8.436532507758929e-07,-2.6019091847268028e-05,-1.4832301341592517e-05,-6.669762641899534e-05,-3.708978328173908e-05,-8.457172342624239e-06,8.854489164084652e-06,-1.2125902992795104e-06,1.8730650154777026e-06,1.1372549019605764e-05,4.530443756447589e-06,1.4164086687264241e-06,3.044375644992983e-06,3.586171310627226e-06,2.2781217750237476e-06,-1.32868937048722e-06,-7.828689370485611e-05,1.726522187822199e-05,-7.739938080687445e-08,-1.2149122807020123e-05,1.6976264189862839e-06,-1.3003095975237886e-05,7.06914344682924e-07
-1.0933952528386758e-05,3.4174406604745196e-05,1.6679566563464242e-05,0.00035772703818368924,7.219556243549764e-05,-1.71955624355027e-05,2.3746130030957192e-05,-1.1769865841076803e-05,-9.202012383901581e-05,7.874097007221862e-06,-4.65428276574093e-06,9.827657378740713e-05,-4.873581011357805e-06,5.108359133094986e-07,-8.088235294121272e-06,-5.6243550051625e-06,-6.365067079463832e-05,-3.458204334366071e-05,-1.191950464398371e-06,6.354489164084971e-06,-4.140866873068253e-06,8.720330237335563e-07,1.542827657378498e-05,1.6150670794617267e-06,-1.455108359137234e-06,3.4907120743013064e-06,2.848297213620208e-06,-3.947368421055621e-06,1.083591331248971e-07,-7.914860681114974e-05,3.495356037151406e-05,-5.7662538699712e-06,-3.209494324047952e-06,1.3286893704835337e-06,-1.2905056759552041e-05,-5.74819401445042e-06
